CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
393161,1,04/04/2010,AOTH,O023572509315,,,Southampton,2021
399546,1,25/04/2005,OOTH,A094382461862,,,Kent,2019
342359,1,27/05/2008,BCRB,Z098396619428,,,East Sussex,2022
380661,1,01/06/2003,ABAN,Q052765324477,,,Wokingham,2023
322828,2,31/10/2013,MWBA,G053773437111,,,Bracknell Forest,2021
361239,2,05/11/2001,MWAS,Y045850062640,,,Southampton,2020
397013,1,03/12/2012,MWAS,D011708551788,,,Reading,2019
327057,2,28/05/2013,APKN,C088687352758,,,West Berkshire,2022
333559,1,25/10/2009,MWBA,P056357632297,,,West Berkshire,2022
306515,2,01/04/2010,MWBC,U058685483729,,,West Sussex,2022
338640,1,06/11/2005,WBRI,V045848041901,,,Slough,2019
312495,2,21/12/2003,WBRI,X036445538921,,,Slough,2023
330347,2,11/06/2011,MOTH,K072438323416,,,Oxfordshire,2019
369749,1,02/10/2004,APKN,A073087410078,,,Hampshire,2024
339179,2,15/07/2002,CHNE,H018709586452,,,East Sussex,2021
384723,1,09/05/2010,MWBA,Y011751219627,,,Bracknell Forest,2022
313154,1,22/11/2013,APKN,Y050789219707,,,Buckinghamshire,2021
339855,1,28/11/2013,BOTH,O068933933882,,,Windsor and Maidenhead,2022
304229,2,23/06/2007,NOBT,E047058000371,,,Milton Keynes,2021
358184,1,11/11/2002,BAFR,A007786515963,,,Kent,2020
301631,1,11/05/2004,AIND,U026293215541,,,West Berkshire,2019
304673,2,11/12/2004,AOTH,P084037156184,,,Isle of Wight,2022
352519,2,08/12/2002,MOTH,O067170668283,,,Windsor and Maidenhead,2020
364665,1,23/08/2004,CHNE,L082834221129,,,Medway,2023
375848,2,02/08/2010,ABAN,H052274840732,,,West Berkshire,2022
397448,2,04/04/2008,MWAS,I027933892818,,,Brighton and Hove,2019
389423,1,03/11/2008,REFU,C081785718372,,,Isle of Wight,2022
371221,1,15/08/2003,AOTH,I054873421225,,,Hampshire,2021
310951,2,10/06/2007,BOTH,B003256362163,,,East Sussex,2020
381174,2,31/03/2009,OOTH,C004320393250,,,Kent,2021
389397,2,05/12/2009,AIND,S091756379897,,,Slough,2024
396974,1,04/06/2008,WROM,B061303193958,,,Wokingham,2023
395287,2,21/12/2007,BOTH,X038343341636,,,Oxfordshire,2022
351704,1,18/12/2004,AOTH,V029023166306,,,Windsor and Maidenhead,2020
312908,1,17/04/2012,MWBC,C018467413639,,,Milton Keynes,2020
338530,1,01/01/2006,WIRT,R062319132697,,,East Sussex,2023
380628,2,07/10/2011,MWBA,B059392418123,,,Oxfordshire,2019
320882,1,06/12/2007,BOTH,Y031218171279,,,Medway,2024
345729,1,19/05/2003,MWBA,G029192472178,,,Windsor and Maidenhead,2023
340139,2,01/08/2006,MWBA,D089228119940,,,Brighton and Hove,2022
391436,1,12/06/2010,APKN,P059960802805,,,West Sussex,2023
391664,1,11/11/2012,MWBC,N059542917061,,,Surrey,2023
374603,1,31/05/2011,OOTH,S096749059917,,,Brighton and Hove,2024
351005,2,01/09/2006,AOTH,G096012724859,,,Surrey,2019
343171,2,11/07/2001,APKN,C046232629102,,,Reading,2021
300165,2,31/07/2008,AOTH,C041064129821,,,Medway,2019
347386,1,16/07/2008,AOTH,H097127070598,,,Buckinghamshire,2024
349653,2,22/05/2005,APKN,C046497306849,,,West Sussex,2023
331921,1,25/12/2010,ABAN,Z067435975762,,,Windsor and Maidenhead,2022
373124,1,05/02/2007,WROM,M017546300105,,,Surrey,2022
317534,1,30/11/2011,BAFR,R004592980791,,,Slough,2021
332924,2,15/02/2001,WOTH,J069522525920,,,Windsor and Maidenhead,2024
343396,2,09/06/2010,OOTH,S025624562382,,,Buckinghamshire,2023
382101,1,27/10/2000,MWBA,W059463670163,,,Windsor and Maidenhead,2023
387080,2,11/04/2011,WROM,K034775910301,,,Surrey,2023
382741,1,25/02/2011,MWBC,X023214892005,,,Southampton,2021
372159,2,17/06/2006,WOTH,O008440726657,,,Slough,2021
327008,1,13/06/2001,BAFR,Q089775092699,,,Southampton,2021
308303,1,25/01/2012,BCRB,B009094778595,,,Slough,2021
366640,1,01/04/2010,MWBA,C098470918446,,,Medway,2024
332179,2,25/06/2013,MWAS,C011662417977,,,Slough,2019
326305,2,30/04/2004,AOTH,M022178625362,,,Southampton,2021
386288,2,25/11/2007,WOTH,D064429575977,,,Isle of Wight,2022
373874,2,16/09/2010,WIRT,F005227486415,,,West Sussex,2019
307509,1,24/08/2009,BOTH,H088292639142,,,Wokingham,2021
368864,2,18/04/2013,BCRB,Y056460490320,,,Reading,2024
301729,2,08/05/2007,MWAS,J003047772841,,,Milton Keynes,2022
388470,2,26/01/2012,ABAN,W019339327685,,,Reading,2024
316636,1,28/01/2007,MOTH,Z045624586688,,,Windsor and Maidenhead,2023
302420,1,03/03/2014,BOTH,F083778012112,,,East Sussex,2019
346996,1,19/01/2001,APKN,A085884116908,,,Oxfordshire,2021
368966,2,31/08/2000,MWBA,E058840725459,,,Bracknell Forest,2024
300199,1,16/01/2014,OOTH,S004564525616,,,Wokingham,2021
335231,2,10/01/2011,MWBA,T022932302620,,,Reading,2023
306801,2,11/02/2008,BCRB,O062248462042,,,Brighton and Hove,2024
378392,1,11/05/2005,MOTH,E091762537883,,,Windsor and Maidenhead,2020
385279,1,29/10/2004,MOTH,B070281472263,,,Wokingham,2021
396025,1,12/02/2012,BOTH,Q012139541101,,,Windsor and Maidenhead,2020
332925,2,12/09/2003,WROM,L010640523986,,,West Berkshire,2022
382642,2,27/06/2013,BAFR,S024997471681,,,Reading,2024
308640,1,06/04/2004,MWBC,W028549944365,,,Slough,2021
395738,1,12/06/2003,BAFR,S079913810880,,,Hampshire,2019
356917,2,08/01/2007,MWAS,D017471183492,,,Isle of Wight,2019
390000,1,01/04/2014,BOTH,R054880010442,,,Milton Keynes,2021
380586,2,19/08/2001,WBRI,Z067717080703,,,East Sussex,2023
379593,1,10/05/2011,OOTH,J048198440193,,,Southampton,2021
396279,2,23/05/2011,BOTH,U060482057195,,,Oxfordshire,2020
375281,1,16/11/2004,MWBC,D058413616379,,,Isle of Wight,2022
316736,2,09/10/2009,MWBC,E098778221790,,,Buckinghamshire,2020
309442,1,02/07/2010,WOTH,F048663585316,,,Surrey,2019
377962,1,23/06/2012,OOTH,G018600265811,,,Buckinghamshire,2020
394064,2,18/01/2012,WIRI,V077768451519,,,Southampton,2022
351621,1,06/01/2012,BCRB,X051555056157,,,Southampton,2022
319733,1,22/10/2001,APKN,L066419087206,,,Slough,2019
363437,1,02/03/2005,AOTH,D001096855826,,,Brighton and Hove,2022
341483,2,21/02/2009,WROM,G061540828649,,,Kent,2023
384577,2,14/07/2012,BOTH,N052403387613,,,West Sussex,2023
386100,2,17/03/2011,BAFR,R029818700718,,,Kent,2019
361972,1,14/04/2011,BAFR,Q035757802554,,,Buckinghamshire,2021
301065,1,04/12/2010,WIRI,Q050647354245,,,Buckinghamshire,2021
366071,1,04/11/2001,CHNE,I021234730764,,,Slough,2020
301475,2,20/08/2002,CHNE,N093136671388,,,Brighton and Hove,2021
375256,2,23/12/2004,MWAS,N031628458198,,,West Sussex,2021
365588,2,24/02/2011,BAFR,R040592192975,,,Oxfordshire,2020
329337,2,08/06/2001,BOTH,I004237715376,,,Kent,2019
344771,2,23/05/2013,BAFR,W096328294544,,,East Sussex,2019
346392,2,05/01/2009,WOTH,B045204666897,,,Milton Keynes,2020
318138,2,31/12/2000,WROM,Q050092570614,,,Slough,2019
340778,2,15/01/2012,AOTH,E040351227184,,,West Sussex,2023
346694,2,01/05/2003,WIRI,C058508098999,,,East Sussex,2024
306616,1,18/02/2014,REFU,L072183546671,,,Hampshire,2021
348121,2,28/02/2012,MWBA,E065332145775,,,Surrey,2024
397462,2,20/05/2007,OOTH,Z022682520723,,,Surrey,2024
391499,1,29/04/2008,BAFR,D019077080417,,,West Berkshire,2022
393196,1,07/10/2003,MWAS,T059718026501,,,Hampshire,2019
320255,1,29/09/2005,AIND,B007617738285,,,Wokingham,2023
373757,1,08/03/2008,MWAS,O045551884656,,,Kent,2022
337945,2,05/12/2001,WIRI,I023636332695,,,Portsmouth,2024
337151,2,20/03/2014,BOTH,R075304776587,,,East Sussex,2024
394189,1,05/05/2008,APKN,C061368033166,,,Kent,2023
325377,1,03/11/2012,AIND,E094004140490,,,East Sussex,2021
372214,1,09/04/2000,WROM,G061505733128,,,Buckinghamshire,2022
394526,1,12/03/2010,MOTH,B096787469125,,,Hampshire,2022
353819,1,02/03/2010,WOTH,J022591421420,,,Portsmouth,2020
313107,2,11/10/2007,MWBC,B062510951047,,,Milton Keynes,2024
353773,1,02/09/2004,APKN,R019117882284,,,Oxfordshire,2020
370356,2,30/07/2000,WBRI,C074702470181,,,Slough,2020
343097,2,14/09/2008,BCRB,U071286670342,,,Windsor and Maidenhead,2023
370263,1,06/08/2012,AOTH,Y047551102598,,,Portsmouth,2020
320430,1,20/08/2012,APKN,X056111580141,,,Surrey,2023
391039,2,18/02/2006,WBRI,U095747941221,,,Milton Keynes,2024
364732,1,24/11/2011,MWAS,X076080819640,,,Bracknell Forest,2020
397009,1,02/01/2010,ABAN,B063127470589,,,Oxfordshire,2021
397551,2,27/10/2011,WIRI,Q021695563348,,,Southampton,2019
375435,1,10/08/2006,MWBA,F007718360552,,,Brighton and Hove,2020
386920,2,24/07/2009,BAFR,K087268826844,,,Isle of Wight,2020
305455,1,16/10/2002,AIND,A041422411105,,,Medway,2021
311091,1,18/09/2006,WIRT,E069480615131,,,Medway,2022
399226,2,03/10/2006,BAFR,O023282428304,,,Oxfordshire,2021
355663,1,30/06/2011,BCRB,Z053169541358,,,East Sussex,2022
393658,2,23/03/2014,CHNE,W003911701927,,,Windsor and Maidenhead,2024
339692,1,14/05/2010,WROM,O006823660315,,,Portsmouth,2023
379701,2,10/12/2011,WIRT,I041134750653,,,Oxfordshire,2019
303968,2,24/03/2008,AOTH,G016542904883,,,Buckinghamshire,2019
373468,1,02/03/2010,WOTH,N006727221384,,,Bracknell Forest,2023
331621,2,07/04/2003,MOTH,F063268996740,,,Wokingham,2022
367561,2,07/03/2003,WBRI,I014272591436,,,Bracknell Forest,2019
367887,2,07/12/2000,OOTH,O019345799493,,,Bracknell Forest,2019
395891,1,17/01/2014,WBRI,Z085692362044,,,Brighton and Hove,2024
329421,1,30/12/2011,WROM,W006130767085,,,Kent,2019
398680,2,03/07/2007,WIRT,O001483665626,,,Buckinghamshire,2022
307608,2,12/07/2006,MWAS,D047380374991,,,Medway,2023
361412,2,12/03/2004,BAFR,D002951375005,,,West Sussex,2022
343874,2,14/01/2009,ABAN,Z097601798959,,,Isle of Wight,2020
399120,2,11/09/2011,ABAN,N048068629161,,,Portsmouth,2022
364471,2,09/10/2012,BAFR,O091145404786,,,Surrey,2023
370584,2,04/02/2013,BAFR,I092374325535,,,Southampton,2022
327698,2,10/11/2013,WIRI,Z024888045223,,,East Sussex,2021
311223,1,14/01/2011,MWAS,X092791771263,,,West Sussex,2024
346357,1,01/09/2013,ABAN,V093414397664,,,Southampton,2023
322896,1,28/09/2013,MWBC,W019844166240,,,Buckinghamshire,2019
312816,1,11/09/2012,WBRI,M029450216241,,,Southampton,2024
302454,2,11/08/2012,APKN,C000088773832,,,Wokingham,2021
361671,1,01/06/2006,ABAN,Y063557799874,,,Surrey,2020
361383,1,11/08/2004,MOTH,X001263616231,,,Southampton,2019
350224,2,12/04/2005,ABAN,Q038985438742,,,Oxfordshire,2022
304125,1,09/04/2013,REFU,N094487911693,,,Brighton and Hove,2022
322993,2,19/02/2013,MWBA,J043008557312,,,Windsor and Maidenhead,2020
363421,1,12/10/2009,NOBT,P091131018873,,,Medway,2022
391136,2,02/05/2008,MWAS,W012796481808,,,Brighton and Hove,2020
398095,2,10/12/2002,WOTH,Y078892628919,,,Windsor and Maidenhead,2021
337790,2,27/07/2005,MOTH,A044110019879,,,West Berkshire,2024
388896,1,17/12/2008,AOTH,Q027048545393,,,Reading,2019
310431,1,30/07/2003,WIRT,J067290986025,,,Bracknell Forest,2020
362687,1,15/05/2000,WBRI,M012206180063,,,Wokingham,2024
320571,2,11/11/2004,MOTH,P097817173883,,,Wokingham,2024
363008,2,09/03/2006,ABAN,B045143835538,,,Oxfordshire,2022
313799,2,15/05/2004,ABAN,P088976045229,,,Wokingham,2020
395403,1,06/02/2007,WIRI,O075629869082,,,Buckinghamshire,2021
319493,1,16/06/2002,WOTH,D068316504286,,,West Sussex,2023
341519,1,21/08/2004,CHNE,K064553085617,,,Southampton,2021
381535,1,03/11/2010,MWAS,D056230313210,,,East Sussex,2024
327165,1,27/10/2012,APKN,S024945507288,,,Surrey,2022
389780,2,24/07/2004,REFU,S028043645262,,,Milton Keynes,2023
387323,2,31/08/2003,WIRT,Y006611921170,,,Medway,2024
380151,2,04/12/2005,WOTH,D004915051208,,,Windsor and Maidenhead,2021
358399,1,11/01/2004,WIRT,R080770925732,,,Bracknell Forest,2021
303405,2,25/06/2002,WIRT,K006621160125,,,Buckinghamshire,2022
358641,2,13/10/2007,WIRT,D028897074911,,,Kent,2019
371509,2,10/04/2002,ABAN,R056086728734,,,Brighton and Hove,2023
345425,1,05/09/2008,BAFR,N087641160688,,,East Sussex,2020
392519,2,13/01/2002,WIRI,O097952146438,,,Bracknell Forest,2021
317327,1,03/04/2012,WBRI,R093489022216,,,Reading,2021
315720,2,08/03/2008,AIND,G023462708846,,,Kent,2021
322371,1,24/05/2004,BOTH,G021183840463,,,Reading,2019
370175,2,25/04/2003,NOBT,R020289981403,,,Wokingham,2024
317531,2,08/05/2011,MWAS,V034005419079,,,Reading,2022
302634,1,29/05/2013,BOTH,G046881218551,,,Southampton,2023
350497,1,06/11/2006,APKN,D027493634596,,,Windsor and Maidenhead,2020
317828,2,29/12/2007,WIRI,H061705844538,,,West Sussex,2021
364883,2,08/11/2002,WIRI,A063697105275,,,Windsor and Maidenhead,2023
329689,2,25/12/2001,AIND,U062868707768,,,West Berkshire,2024
396353,1,25/10/2005,WOTH,P013911102409,,,Wokingham,2020
371998,1,05/01/2002,WIRI,P013493386999,,,Medway,2024
340440,1,24/02/2012,WIRT,M016818755381,,,Kent,2023
312990,1,01/11/2010,MWBC,Q041319824470,,,Southampton,2020
379120,1,08/11/2008,AIND,P073047535859,,,Brighton and Hove,2019
307699,1,13/02/2005,BAFR,I014622598265,,,West Berkshire,2022
337903,1,17/02/2001,MWAS,Q004854662239,,,East Sussex,2023
398912,2,14/02/2009,NOBT,H054961089778,,,Bracknell Forest,2024
375483,1,02/12/2010,BOTH,K088811757603,,,Wokingham,2019
354047,1,26/05/2008,MOTH,J012242078920,,,Medway,2024
303249,1,03/02/2011,MWBA,X087726621210,,,West Sussex,2023
305975,2,11/04/2013,BCRB,F055912910808,,,Surrey,2021
376148,2,18/12/2000,WIRI,I006310512721,,,Medway,2021
341902,1,17/02/2007,BCRB,T084872940914,,,Windsor and Maidenhead,2019
309974,2,03/12/2007,MWAS,L039606978784,,,Medway,2019
389093,2,06/05/2009,MOTH,B040559444123,,,Bracknell Forest,2021
382574,1,06/12/2006,APKN,K098731909410,,,Kent,2022
350941,2,26/08/2010,WIRT,N073051149734,,,Wokingham,2024
364322,1,15/09/2004,MWBA,M064633876767,,,Reading,2024
380518,1,23/12/2007,REFU,U040608087633,,,Isle of Wight,2021
304085,1,24/06/2002,CHNE,B053001407312,,,Windsor and Maidenhead,2021
379374,2,06/08/2007,MWBA,E004123311257,,,Bracknell Forest,2021
316765,2,15/08/2009,WOTH,A083953599195,,,Isle of Wight,2023
301680,1,15/03/2012,AIND,S061920809914,,,Portsmouth,2019
355578,2,20/11/2006,OOTH,Z087389207017,,,Slough,2021
378349,1,21/01/2007,MWBC,D021608232888,,,Wokingham,2019
371238,1,07/06/2007,WIRI,B044816594187,,,Oxfordshire,2020
311626,2,09/01/2009,MWBC,V056820643928,,,Medway,2022
349661,2,20/06/2003,AIND,S079582600996,,,Windsor and Maidenhead,2020
344947,1,30/10/2013,NOBT,T033319254366,,,Isle of Wight,2021
398774,2,24/10/2005,BCRB,Q097234198117,,,Isle of Wight,2020
325124,1,24/08/2008,ABAN,P045073883530,,,Buckinghamshire,2020
395865,2,06/02/2008,WOTH,I098561744906,,,Reading,2024
383224,1,28/12/2001,NOBT,I025568895971,,,East Sussex,2023
379967,1,06/07/2003,WOTH,M079614686060,,,Hampshire,2023
391152,1,24/12/2007,REFU,S043694809277,,,Medway,2023
316062,2,08/04/2009,AIND,D065258649381,,,Buckinghamshire,2020
313118,1,11/06/2003,APKN,L046849431258,,,Oxfordshire,2024
378578,1,13/05/2011,BOTH,C025879191283,,,Isle of Wight,2024
374179,1,22/07/2007,AIND,G071589247698,,,Hampshire,2023
348018,2,22/12/2006,WBRI,G068719411531,,,Isle of Wight,2020
383564,1,04/02/2008,MWBC,J020709939981,,,Oxfordshire,2024
325179,1,19/10/2003,ABAN,I052169584919,,,Isle of Wight,2021
324510,1,23/12/2008,BOTH,V046219691860,,,Oxfordshire,2021
359894,1,23/07/2009,MWBA,F081432024575,,,West Sussex,2023
375738,1,14/05/2010,MWBC,I068605586730,,,Isle of Wight,2024
323362,2,01/01/2003,CHNE,T008511726908,,,Milton Keynes,2019
371611,2,28/11/2002,MWBC,S087439390121,,,Milton Keynes,2020
329244,2,06/05/2000,MWBC,U077831934390,,,Portsmouth,2023
365840,2,02/07/2010,AOTH,V086489418987,,,Slough,2019
330593,1,30/09/2003,BCRB,G075782658849,,,West Sussex,2020
378367,2,24/07/2004,AOTH,Y033311623647,,,Windsor and Maidenhead,2023
316961,2,20/11/2012,WIRI,I022190199914,,,Wokingham,2024
398044,2,26/11/2004,MWAS,D077491142415,,,Windsor and Maidenhead,2020
322425,1,06/10/2011,WBRI,U053878627160,,,Isle of Wight,2020
338999,2,26/08/2005,MWBA,Z072921117526,,,Windsor and Maidenhead,2023
381400,2,17/10/2009,WOTH,D061628789682,,,Milton Keynes,2023
301113,1,01/02/2005,WROM,M055325749191,,,West Sussex,2020
361434,1,19/02/2003,REFU,Y014812064295,,,Wokingham,2020
319521,1,19/11/2013,BCRB,T076171761377,,,Hampshire,2021
301154,2,05/05/2000,NOBT,A085701400834,,,Portsmouth,2019
313737,2,05/05/2011,AIND,R094199408005,,,Portsmouth,2023
349260,1,22/08/2013,OOTH,C096712148208,,,Slough,2020
340904,2,10/08/2005,WBRI,H048328242196,,,Windsor and Maidenhead,2021
308421,2,23/05/2009,MOTH,G031698193373,,,Southampton,2021
302547,1,21/01/2009,WIRI,L087135993957,,,Southampton,2021
343935,2,28/05/2013,WROM,G090883403702,,,Slough,2019
333861,2,16/05/2008,OOTH,V045844288129,,,Milton Keynes,2023
314898,2,02/11/2002,REFU,I063761915984,,,Hampshire,2024
376978,2,29/08/2000,MOTH,Q091813984606,,,East Sussex,2019
347546,1,09/02/2010,MOTH,E027713349308,,,East Sussex,2019
358843,1,18/08/2009,REFU,T079407655728,,,Southampton,2023
381809,2,19/12/2007,WBRI,K047076489040,,,Portsmouth,2022
329260,2,15/08/2003,WIRT,A075668177973,,,Southampton,2020
381493,1,15/09/2007,MWBC,Z033750597889,,,Buckinghamshire,2021
393582,1,09/03/2002,BOTH,U016468283121,,,Medway,2021
345969,2,11/06/2004,APKN,I047876894717,,,Surrey,2024
359370,1,09/09/2000,WBRI,V049154762990,,,Medway,2021
325536,1,12/08/2013,APKN,F079728981708,,,Buckinghamshire,2022
323968,1,05/11/2008,WBRI,S074664917681,,,East Sussex,2019
321164,2,30/12/2013,CHNE,U098113943905,,,Slough,2021
371839,2,28/02/2011,NOBT,B097271855451,,,Surrey,2022
350869,1,05/06/2007,MWAS,E084917829333,,,Brighton and Hove,2024
399550,1,16/06/2010,NOBT,I010974311204,,,Southampton,2021
353963,1,06/12/2011,MWBA,R045133768127,,,Brighton and Hove,2020
389660,1,12/12/2002,BCRB,E062834945817,,,Kent,2021
301143,1,28/02/2011,AOTH,H007061953634,,,Wokingham,2019
384365,2,16/06/2001,BOTH,Q015246260073,,,Slough,2019
305993,2,20/01/2002,MWBA,R090686117844,,,Kent,2020
315442,2,21/04/2013,BCRB,Q046949360305,,,Milton Keynes,2020
374690,1,06/09/2006,MWBA,U084894993926,,,Oxfordshire,2023
343582,2,11/11/2005,AIND,B014522013463,,,Milton Keynes,2022
371974,2,18/02/2012,BCRB,L070035777588,,,Kent,2020
349744,1,06/09/2008,MOTH,I019033090277,,,Southampton,2023
362674,2,05/10/2000,MWBA,M099064667945,,,Bracknell Forest,2021
318144,1,02/04/2009,BOTH,Y019941250492,,,Southampton,2022
300661,1,21/02/2003,MWAS,L066022691560,,,Wokingham,2020
395658,1,12/07/2008,MWBC,J010512442782,,,Reading,2021
314355,2,03/09/2013,CHNE,H083497052359,,,Oxfordshire,2024
348281,2,28/09/2008,MOTH,I064583780062,,,Bracknell Forest,2024
347083,1,11/06/2012,APKN,M013436483806,,,Buckinghamshire,2022
326122,1,21/01/2008,MOTH,D071709819131,,,Portsmouth,2019
307585,1,07/02/2001,CHNE,B017588922836,,,East Sussex,2023
304962,2,25/02/2012,NOBT,U011213141196,,,Reading,2024
369641,2,13/08/2003,WOTH,P017557706133,,,Kent,2022
322155,2,04/02/2001,REFU,H078656301306,,,East Sussex,2019
351062,1,05/01/2009,MWAS,N001555634467,,,East Sussex,2021
365107,1,03/10/2013,MWAS,X052822615751,,,East Sussex,2022
374665,2,23/02/2001,WIRI,M026920927288,,,Medway,2024
382014,2,26/02/2007,AOTH,P013607429187,,,Slough,2020
346342,2,28/11/2006,REFU,D055177947165,,,Buckinghamshire,2020
366412,2,25/04/2000,AOTH,B025660930708,,,Oxfordshire,2022
343583,1,30/09/2005,AIND,M017884777971,,,Slough,2024
329483,2,07/08/2002,MWAS,C072739912619,,,Oxfordshire,2020
317878,2,13/11/2004,BAFR,O020777813736,,,Bracknell Forest,2022
394551,2,30/04/2010,WROM,Z068045663993,,,Milton Keynes,2022
381746,2,25/11/2001,CHNE,S038346958867,,,Medway,2020
382392,1,22/05/2011,BAFR,G076784879558,,,Southampton,2024
355206,2,30/09/2013,MWAS,R087995605865,,,Kent,2021
304333,1,29/01/2007,WBRI,D092905301978,,,Brighton and Hove,2022
378977,2,15/09/2003,MWBC,M059802251054,,,Isle of Wight,2020
380440,1,09/08/2001,REFU,N063278553478,,,Buckinghamshire,2020
305164,1,03/11/2006,BOTH,M059489753192,,,Hampshire,2023
359183,1,04/02/2009,BAFR,H083119691099,,,Oxfordshire,2024
359526,1,10/09/2009,WROM,T015827082842,,,Brighton and Hove,2022
318819,1,02/10/2001,WBRI,N049012843254,,,Kent,2024
354651,2,28/09/2005,WIRI,G058905022306,,,Buckinghamshire,2023
370039,2,22/07/2007,CHNE,X018489186791,,,Brighton and Hove,2023
330471,1,10/10/2002,WOTH,Y093208379415,,,Bracknell Forest,2020
373597,1,21/12/2003,BAFR,Q040865286019,,,Windsor and Maidenhead,2020
315811,1,11/04/2001,WIRT,P009657438986,,,Kent,2021
324207,1,06/05/2008,ABAN,V046134435193,,,Milton Keynes,2019
371276,2,19/01/2009,OOTH,A092354491447,,,Milton Keynes,2019
370976,1,30/06/2004,BOTH,Y077652416442,,,Brighton and Hove,2021
342573,2,24/05/2004,BOTH,B012345686593,,,Portsmouth,2024
357055,2,22/02/2002,WBRI,P097172836865,,,Surrey,2021
320896,2,16/12/2013,NOBT,V035469516426,,,Oxfordshire,2023
343466,1,27/04/2002,WROM,A095531023505,,,Windsor and Maidenhead,2019
318706,2,05/05/2002,AOTH,Q007943324655,,,Reading,2024
358713,2,01/04/2004,CHNE,U099314051423,,,Slough,2020
356515,1,16/07/2009,MWAS,N076707516271,,,Windsor and Maidenhead,2022
322797,2,18/07/2012,APKN,M008916190883,,,Kent,2021
355109,2,19/03/2007,WROM,B086889417319,1,17/03/2022,Hampshire,2022
340403,1,07/03/2003,BCRB,H013407141894,,,Oxfordshire,2021
369703,2,15/08/2008,MOTH,A045948428779,,,Kent,2024
375777,1,12/11/2009,NOBT,L008806755128,,,West Berkshire,2024
351103,2,03/04/2004,OOTH,J037390704323,,,Windsor and Maidenhead,2020
371077,2,26/11/2004,MWBC,Q030185468949,,,Southampton,2021
326473,2,22/07/2008,MWBA,B045595458352,,,Medway,2023
301713,2,08/08/2001,MOTH,X027676188949,,,Oxfordshire,2019
320050,2,09/01/2003,WIRT,L004279196171,,,Reading,2022
307776,2,19/05/2005,BCRB,F039258358776,,,Oxfordshire,2020
385316,2,09/04/2013,CHNE,N060865849562,,,Bracknell Forest,2021
364929,2,27/09/2004,ABAN,O087416544732,,,Milton Keynes,2023
344984,2,18/04/2007,MOTH,F083928985644,,,Buckinghamshire,2022
314720,2,08/03/2012,ABAN,D053444627037,,,West Berkshire,2024
357099,1,13/03/2004,ABAN,P079185027577,,,Isle of Wight,2021
332162,1,02/05/2005,WROM,N060554085403,,,Surrey,2020
340675,1,06/03/2014,MWBA,U081769547943,,,Wokingham,2021
382589,2,03/05/2011,BOTH,N039262322949,,,Windsor and Maidenhead,2021
368821,2,03/09/2004,MWBC,D086786494247,,,Brighton and Hove,2023
375050,2,11/08/2006,WBRI,G020019790720,,,West Sussex,2020
347752,1,15/09/2007,APKN,Q054279131251,,,Kent,2022
354414,1,20/09/2004,NOBT,O078242692897,,,Surrey,2020
318735,1,11/07/2013,OOTH,C009536836213,,,West Sussex,2024
317100,2,27/02/2013,MWAS,Y013440446525,,,West Sussex,2020
314592,1,23/02/2009,BCRB,M048876044229,,,Windsor and Maidenhead,2021
319303,1,26/06/2003,NOBT,Y032789128097,,,West Berkshire,2024
355175,2,03/01/2005,MWAS,G023450448247,,,Isle of Wight,2024
300202,1,03/08/2011,AIND,T000415966984,,,Portsmouth,2021
356903,2,20/05/2013,APKN,L074353791929,,,Oxfordshire,2023
341633,2,21/11/2007,APKN,Y020407089767,,,East Sussex,2022
354877,1,14/08/2002,WROM,W055739140317,,,Brighton and Hove,2019
336955,2,16/05/2012,MWBC,C035704570140,,,Bracknell Forest,2023
326497,1,26/07/2004,WOTH,E034866334068,,,Oxfordshire,2021
327349,1,14/06/2007,AOTH,S009128514179,,,Slough,2022
393751,1,19/12/2002,MWAS,F011487986464,,,Oxfordshire,2023
364596,2,25/05/2013,REFU,J049101198937,,,Bracknell Forest,2023
304232,2,12/05/2012,NOBT,N016096534979,,,East Sussex,2021
392594,1,10/09/2009,WBRI,W051765802286,,,Windsor and Maidenhead,2022
374165,2,30/12/2013,BOTH,A049061423092,,,Reading,2020
309818,2,01/10/2012,MWAS,D019555086906,,,Reading,2023
390304,1,06/03/2008,MWBA,F024583046273,,,East Sussex,2024
300690,1,15/11/2011,MWBC,K094528230358,,,Bracknell Forest,2019
312395,1,06/08/2012,AOTH,P007090372002,,,Oxfordshire,2021
364877,2,07/08/2008,WROM,U056344360218,,,Milton Keynes,2022
322045,1,14/07/2001,ABAN,M034855437842,,,West Sussex,2024
384380,2,08/06/2005,APKN,O065053481049,,,Isle of Wight,2023
374470,1,28/07/2001,BOTH,H079977757693,,,Buckinghamshire,2021
356420,1,06/11/2007,MWBC,J000861856747,,,Kent,2024
383605,2,13/04/2001,AOTH,U076949023260,,,Portsmouth,2024
376354,2,10/07/2012,ABAN,G009763361876,,,Slough,2023
398383,1,26/07/2003,BCRB,Q060797595726,,,Bracknell Forest,2020
315254,2,04/06/2010,WOTH,X057862094945,,,East Sussex,2021
321770,1,02/06/2004,CHNE,G074447554176,,,Buckinghamshire,2019
374428,2,14/04/2008,WIRT,P098392687895,,,Slough,2022
354957,1,18/02/2014,ABAN,T014540095180,,,Wokingham,2023
369797,2,04/01/2008,WIRI,A046135740297,,,Hampshire,2022
326617,2,05/01/2007,MWAS,N082391240195,,,Kent,2020
