CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
713648,2,01/10/2002,MWBA,P062123386160,,,Hillingdon,2017
21847,1,13/02/2004,WROM,Z011993524554,,,Southwark,2018
330697,1,12/10/2009,MWBC,P029323305197,,,Southwark,2019
413915,2,01/11/2002,AIND,P031181789343,,,Southwark,2017
631575,1,22/10/2008,WROM,E099716520476,,,Southwark,2020
192668,1,07/07/2005,MWBC,N000335584658,,,Hillingdon,2020
982154,2,28/07/2001,CHNE,I088088654954,,,Southwark,2020
184308,1,01/06/2004,OOTH,F046420651728,,,Hillingdon,2020
393387,2,29/01/2006,WIRI,Z058876807681,,,Southwark,2021
453572,2,27/06/2004,MOTH,I026508187722,,,Bromley,2020
857997,1,03/06/2004,OOTH,R099220405597,,,Southwark,2019
247180,1,12/08/2005,WIRT,Z022464614432,,,Bromley,2019
6415,1,29/08/2006,AIND,F033988734163,,,Southwark,2019
629818,1,11/08/2002,WIRT,M008861077199,,,Hillingdon,2018
648222,1,16/04/2003,WBRI,N051938630525,,,Bromley,2018
21593,2,04/11/2001,MOTH,H056122346822,,,Southwark,2021
380303,2,19/06/2005,BOTH,X086286406785,,,Southwark,2019
143799,2,24/02/2008,REFU,N099059840895,,,Hillingdon,2021
680465,1,16/06/2002,REFU,Z091718254796,,,Southwark,2018
101362,1,12/02/2008,MWBA,M099454790630,,,Bromley,2017
679728,2,17/05/2002,BOTH,D058339201817,,,Hillingdon,2021
802543,2,05/04/2003,MOTH,O055717133865,,,Southwark,2020
71212,1,21/10/2005,MWBC,Z001925542051,,,Bromley,2018
612940,1,24/11/2005,WOTH,A003822305686,,,Bromley,2020
617426,2,30/11/2004,ABAN,D088284312670,,,Southwark,2018
717687,2,24/06/2004,WOTH,N011344330592,,,Southwark,2018
106241,1,24/12/2006,OOTH,U024318220169,,,Bromley,2017
420134,1,01/11/2002,MWAS,S031429852674,,,Southwark,2017
635964,2,04/08/2008,WBRI,O063156840393,,,Southwark,2017
384546,1,09/04/2005,BCRB,W096341189408,,,Southwark,2017
815720,2,24/05/2005,WIRT,W098983056554,,,Bromley,2021
133330,2,31/03/2002,WIRT,X002546712092,,,Bromley,2017
688239,2,09/05/2009,WOTH,B027288022182,,,Hillingdon,2018
894785,1,21/05/2008,WIRT,V058982866516,,,Southwark,2019
645812,1,16/09/2004,MOTH,F075071248480,,,Bromley,2019
822438,2,26/02/2004,ABAN,W037742180756,,,Hillingdon,2019
795289,2,26/03/2009,WBRI,G001550240323,,,Hillingdon,2019
413831,2,20/05/2002,CHNE,E085513080158,,,Bromley,2018
479546,2,20/06/2004,WROM,T023616009919,,,Southwark,2019
476742,1,29/06/2003,WIRI,N078979811018,,,Bromley,2017
878043,2,13/10/2002,AIND,P002609187593,,,Southwark,2020
836390,1,04/02/2006,MWBC,W045004812806,,,Bromley,2021
285207,1,06/11/2006,MWBC,J057682867771,,,Southwark,2018
208004,1,10/08/2008,OOTH,V073576679486,,,Southwark,2021
567517,1,12/03/2005,WIRI,L053339980268,,,Southwark,2020
86668,2,04/02/2007,AOTH,Y077084356283,,,Hillingdon,2018
468377,2,04/08/2009,MWAS,Q025084983164,,,Southwark,2018
369699,2,10/07/2009,AOTH,O025381805764,,,Hillingdon,2017
853697,1,23/09/2004,WBRI,X099732345480,,,Southwark,2020
369488,2,12/09/2001,MWBC,N054210575389,,,Hillingdon,2018
64562,2,17/06/2002,MWBA,O006555315645,,,Bromley,2017
534492,2,17/08/2006,MOTH,Y048194690939,,,Bromley,2017
994285,2,13/01/2006,MWAS,P011370238806,,,Southwark,2020
372509,2,23/07/2009,CHNE,B094429243485,,,Hillingdon,2018
655772,2,04/07/2005,WBRI,W081625066459,,,Bromley,2021
163267,2,09/07/2007,ABAN,V094699942403,,,Southwark,2021
610919,1,04/06/2002,BAFR,M073610154144,,,Hillingdon,2019
186596,2,12/10/2008,AIND,W021307552990,,,Southwark,2019
379507,2,12/08/2003,OOTH,T026518202090,,,Southwark,2018
245022,2,30/05/2004,BOTH,R028495108112,,,Bromley,2020
979997,1,26/08/2006,BOTH,W040869565659,,,Southwark,2020
933360,1,16/06/2007,BOTH,P008714621502,,,Bromley,2018
520411,2,19/10/2006,BAFR,K081122728594,,,Bromley,2020
442704,1,22/09/2003,REFU,S075767370222,,,Southwark,2021
687605,2,19/05/2009,AIND,O058569223152,,,Southwark,2017
954202,2,10/09/2004,AOTH,X051743978002,,,Bromley,2020
221218,2,26/06/2006,APKN,V011325960248,,,Hillingdon,2021
990787,2,27/07/2003,WIRI,T044014424407,,,Southwark,2021
362033,2,16/08/2004,WIRT,D060707064018,,,Southwark,2017
34153,2,29/07/2008,WROM,B074698293514,,,Southwark,2019
979155,1,13/07/2008,MWBC,K052932971782,,,Southwark,2021
447690,1,10/03/2008,AOTH,N042829836086,,,Bromley,2020
571830,2,04/03/2005,MWAS,F010619698203,,,Bromley,2021
656076,1,04/09/2007,BAFR,C014158485608,,,Southwark,2018
679022,1,30/11/2002,WIRT,O008874923542,,,Bromley,2021
756853,2,23/06/2006,BOTH,C097398776303,,,Southwark,2019
159388,2,11/04/2005,WROM,Q056192525057,,,Hillingdon,2017
266650,1,11/09/2006,APKN,Y007951826550,,,Bromley,2020
604407,1,30/05/2008,BAFR,B079431354612,,,Southwark,2021
960186,2,14/01/2007,MWBA,F041131784225,,,Southwark,2019
406846,2,17/04/2009,MWBC,W043370432142,,,Southwark,2021
496063,2,04/04/2007,ABAN,D095980736334,,,Southwark,2020
633285,1,09/09/2006,WROM,N051625436170,,,Southwark,2020
814087,1,03/07/2007,BCRB,T040175073106,,,Southwark,2018
16960,1,12/03/2009,APKN,V024089230359,,,Bromley,2019
295116,2,31/08/2006,MOTH,X091944716008,,,Southwark,2018
297403,2,21/12/2004,AOTH,Y044995074588,,,Southwark,2018
309655,1,04/06/2006,REFU,A072993740270,,,Southwark,2020
636479,2,15/07/2008,MWAS,I021092728856,,,Hillingdon,2019
588334,2,30/05/2002,AOTH,D044329249646,,,Southwark,2018
571007,2,22/09/2009,AOTH,X004460631323,,,Southwark,2017
869102,1,03/12/2008,WIRI,X078063122799,,,Bromley,2020
988280,2,09/04/2008,AOTH,P008164917573,,,Bromley,2021
790932,2,19/05/2007,AIND,F071705499395,,,Bromley,2020
247698,2,18/05/2004,WBRI,L073046772523,,,Hillingdon,2017
975004,1,06/10/2008,MWBA,Z055305609394,,,Southwark,2018
528962,2,10/11/2004,BAFR,T061793193706,,,Bromley,2020
88024,1,05/02/2008,MWAS,S051040920649,,,Southwark,2017
827864,1,05/02/2002,WIRT,R046681309258,,,Southwark,2019
569582,2,31/03/2005,MOTH,B077382719036,,,Bromley,2020
62551,2,18/03/2005,OOTH,R084010198416,,,Bromley,2019
185992,2,29/07/2009,BAFR,U054252063976,,,Bromley,2017
225242,2,27/11/2005,AIND,E024501213825,,,Bromley,2019
158853,2,11/04/2008,WBRI,E043584864318,,,Southwark,2020
53693,1,28/12/2007,MWBA,E072016439902,,,Southwark,2021
168196,1,12/10/2009,APKN,L066695746570,,,Southwark,2021
637234,2,07/08/2006,APKN,G014513081279,,,Southwark,2019
406894,2,15/08/2002,ABAN,V019456276394,,,Southwark,2018
721638,2,03/07/2009,WIRT,G008792854228,,,Hillingdon,2020
525420,1,12/12/2009,WOTH,R041861435456,,,Bromley,2019
711196,2,17/07/2005,APKN,D043851960232,,,Southwark,2021
457493,2,09/06/2007,WOTH,T049797830770,,,Southwark,2020
230591,2,15/04/2009,MWBC,A067433156499,,,Bromley,2021
718139,1,25/12/2008,MOTH,Y045825008717,,,Hillingdon,2021
955207,1,22/10/2008,OOTH,W018324324781,,,Southwark,2020
158809,2,19/09/2006,WROM,I080683999830,,,Hillingdon,2020
374015,1,26/11/2008,BOTH,R026374952883,,,Southwark,2017
420870,2,13/09/2005,WIRI,S036567914789,,,Bromley,2018
748243,1,01/10/2007,AIND,W059468322032,,,Southwark,2021
227758,1,23/04/2003,MWBC,R052046819237,,,Hillingdon,2021
184159,1,19/09/2007,BOTH,D099660751122,,,Hillingdon,2021
814528,1,17/07/2004,REFU,I011102004022,,,Hillingdon,2017
439481,2,17/04/2007,WBRI,J016387031321,,,Bromley,2020
725812,2,21/11/2006,WBRI,P002971600776,,,Bromley,2021
735996,1,05/10/2007,WROM,C009844470867,,,Southwark,2018
424048,2,28/04/2004,WIRI,K052262191905,,,Hillingdon,2021
502939,1,08/07/2005,AOTH,J006324372711,,,Hillingdon,2021
536074,2,05/11/2008,WIRI,O071080534225,,,Southwark,2019
731959,2,29/09/2007,WOTH,R061705640248,,,Hillingdon,2018
370716,1,21/07/2009,WOTH,S085294584266,,,Southwark,2018
279171,1,15/01/2008,MOTH,Y090960052228,,,Bromley,2019
99151,1,27/12/2005,REFU,V026071191052,,,Bromley,2021
87408,2,09/01/2005,MOTH,P019403841816,,,Hillingdon,2018
204727,1,17/03/2006,APKN,X017180369396,,,Southwark,2019
604939,2,25/01/2005,BCRB,J094995647415,,,Hillingdon,2018
96146,1,28/01/2009,REFU,M077031628515,,,Southwark,2018
442009,2,17/02/2004,NOBT,B000162331256,,,Hillingdon,2017
557029,2,04/01/2007,AIND,T099634773040,,,Hillingdon,2020
479556,1,15/04/2006,MWBA,A054171871308,,,Southwark,2021
506970,1,18/12/2009,BAFR,E076150921231,,,Bromley,2018
745426,2,03/10/2007,APKN,Q051556941170,,,Southwark,2021
462241,1,09/07/2003,NOBT,O059307399715,,,Bromley,2021
737153,1,31/05/2003,WOTH,S091529097102,,,Southwark,2018
464233,1,31/03/2005,WIRT,Z026566439651,,,Southwark,2018
994928,1,01/02/2005,WROM,G039321116055,,,Hillingdon,2017
842080,2,14/05/2007,WROM,E036647976521,,,Bromley,2019
386356,1,23/08/2008,BAFR,H047853649807,,,Southwark,2021
291083,2,10/08/2006,MWBA,M090388820257,,,Southwark,2017
673034,2,12/02/2008,MWAS,H057704240760,,,Southwark,2019
5955,1,19/08/2009,BAFR,J068827775173,,,Southwark,2019
99273,1,03/07/2005,REFU,Y085151664331,,,Southwark,2018
775675,2,02/04/2006,BOTH,J070382886759,,,Southwark,2018
610489,2,24/05/2006,APKN,T037978312243,,,Hillingdon,2020
719836,2,30/07/2005,BAFR,V088817270605,,,Southwark,2018
991189,1,20/05/2006,WBRI,S015033405894,,,Hillingdon,2018
472130,1,04/02/2004,MWBA,B023555825835,,,Bromley,2020
210846,2,09/11/2007,WOTH,A011305635661,,,Southwark,2018
187276,1,02/09/2006,AOTH,A030266826026,,,Southwark,2018
70974,2,22/12/2008,MOTH,W043187278370,,,Southwark,2019
489455,2,31/08/2008,OOTH,F011477533389,,,Southwark,2020
359195,2,09/02/2009,AIND,I038100633233,,,Southwark,2017
418846,1,26/08/2009,APKN,Y083756633299,,,Southwark,2019
893365,2,06/09/2003,MOTH,B069232251370,,,Southwark,2021
831429,2,26/12/2009,OOTH,P085918211744,,,Hillingdon,2021
411707,2,28/10/2008,MOTH,A077301877588,,,Southwark,2017
414521,2,14/10/2009,CHNE,I073964300941,,,Bromley,2021
388154,2,11/06/2008,BOTH,V023158284458,,,Southwark,2021
279660,2,09/02/2009,OOTH,U097932615128,,,Bromley,2021
629831,2,04/10/2007,BAFR,J093468576125,,,Bromley,2017
63975,2,09/12/2006,CHNE,N003600836325,,,Southwark,2019
460752,2,14/11/2008,OOTH,R089951240129,,,Bromley,2018
425538,1,23/08/2009,WROM,M095814341035,,,Hillingdon,2021
164592,2,03/10/2004,MOTH,D061467442844,,,Bromley,2020
838434,2,12/07/2006,CHNE,J082515354925,,,Southwark,2020
294875,1,01/03/2004,MWBA,F062141812188,,,Southwark,2021
895808,1,26/01/2009,BAFR,G000052982093,,,Hillingdon,2017
546571,2,04/05/2003,NOBT,O097325077435,,,Bromley,2017
275069,2,21/02/2008,REFU,C047233588915,,,Hillingdon,2021
216649,2,22/04/2004,WIRT,M094850983577,,,Hillingdon,2021
755819,2,30/08/2008,CHNE,C098641532391,,,Hillingdon,2021
970280,2,02/07/2007,NOBT,E037689757645,,,Bromley,2018
948155,1,25/11/2006,WIRI,N057905873205,,,Southwark,2021
397023,2,24/02/2003,OOTH,W009792898792,,,Southwark,2021
422617,2,08/07/2005,NOBT,F001088721722,,,Southwark,2017
536218,1,25/07/2009,OOTH,B080852841567,,,Hillingdon,2018
871945,1,22/01/2006,APKN,L066704408874,,,Southwark,2018
92150,2,31/07/2008,ABAN,X075537188636,,,Bromley,2017
719756,1,27/03/2008,WOTH,G002637750426,,,Southwark,2017
533989,2,27/11/2002,MWAS,K082258907992,,,Hillingdon,2017
731704,2,31/12/2007,AIND,G012866603948,,,Southwark,2018
236096,2,28/11/2008,MWBA,Y043116630012,,,Southwark,2018
146596,2,04/11/2003,WIRT,T084635363492,,,Southwark,2020
46269,2,23/11/2009,REFU,G040660869968,,,Hillingdon,2021
905870,1,24/05/2002,BCRB,M000534024714,,,Bromley,2020
278501,2,20/01/2009,WROM,R014360234551,,,Bromley,2020
140302,1,16/03/2004,WIRI,Q043462748535,,,Bromley,2017
122983,1,09/03/2006,AOTH,R029520689140,,,Southwark,2018
433741,2,05/09/2007,MWAS,R006732373718,,,Bromley,2021
109036,2,22/09/2004,OOTH,C023816763637,,,Southwark,2017
519059,1,14/08/2005,MOTH,L062252004368,,,Hillingdon,2017
127822,2,14/01/2007,WIRT,G082529607502,,,Bromley,2019
720102,1,07/09/2007,AIND,N089185129229,,,Bromley,2019
986890,2,23/10/2003,MOTH,N012106758458,,,Bromley,2021
625004,1,15/03/2008,WROM,F011614995802,,,Southwark,2021
951716,1,01/02/2007,WOTH,H028653313898,,,Southwark,2019
601190,1,03/04/2007,APKN,Y054967331703,,,Bromley,2017
871541,2,22/08/2009,OOTH,B079212267334,,,Bromley,2021
948010,1,18/11/2006,WROM,Y089162837635,,,Bromley,2018
992331,2,05/01/2006,BAFR,Q000523888240,,,Bromley,2018
647811,1,24/05/2006,MOTH,Y003283235498,,,Bromley,2020
109200,2,09/08/2008,ABAN,N053378718909,,,Bromley,2021
583209,1,02/07/2009,WROM,H031895823080,,,Hillingdon,2020
582902,1,13/02/2006,APKN,A010069569335,,,Bromley,2018
73142,1,14/04/2006,WROM,B090324946866,,,Bromley,2021
893776,1,03/11/2002,AOTH,E090439226140,,,Southwark,2020
978638,1,03/02/2005,WIRI,W042007626395,,,Hillingdon,2018
617686,2,28/11/2006,BOTH,W073455076868,,,Southwark,2021
19259,2,08/08/2007,WROM,K053655532422,,,Hillingdon,2020
326293,1,28/08/2009,AOTH,H050087712692,,,Southwark,2021
549023,2,05/07/2005,APKN,P019900227986,,,Southwark,2017
118889,2,16/06/2004,BAFR,H073378260636,,,Hillingdon,2021
681893,2,14/10/2005,BOTH,B051123714342,,,Southwark,2017
306870,1,26/10/2003,REFU,O001367587323,,,Bromley,2021
729233,2,07/12/2007,OOTH,G004964948238,,,Southwark,2019
357220,1,30/07/2005,MWBA,X085070923823,,,Bromley,2018
840802,1,02/12/2005,AOTH,O047182337980,,,Bromley,2019
952289,1,15/02/2009,WBRI,A093384733452,,,Hillingdon,2019
530282,1,29/04/2007,WIRI,G024242807169,,,Bromley,2020
584671,2,06/08/2008,ABAN,Q072271036671,,,Bromley,2020
673935,2,11/11/2007,WBRI,L095168493623,,,Southwark,2021
198564,1,24/10/2005,MWAS,P047275123481,,,Southwark,2017
373218,2,06/08/2009,WIRT,H032761928047,,,Hillingdon,2019
289121,1,09/10/2006,AOTH,U090716398126,,,Bromley,2019
482840,2,14/01/2005,BOTH,A085653112086,,,Bromley,2021
850847,2,05/10/2003,APKN,K082991898219,,,Southwark,2018
355602,1,13/02/2004,WBRI,G080686046097,,,Bromley,2020
311063,1,28/05/2009,WIRT,B007827604339,,,Southwark,2018
218168,2,11/07/2004,MWAS,M058030200934,,,Hillingdon,2018
711540,1,30/03/2004,BAFR,O017666959736,,,Bromley,2018
737726,2,17/05/2008,CHNE,L058670690614,,,Southwark,2020
648057,1,28/06/2009,CHNE,R040595683488,,,Southwark,2018
866837,1,27/09/2002,OOTH,K098828333896,,,Southwark,2019
694922,1,19/07/2002,REFU,P094406480310,,,Bromley,2019
793347,1,17/10/2003,WOTH,G026331179666,,,Southwark,2019
255201,1,23/11/2007,WIRT,A001522546263,,,Bromley,2021
928597,2,29/07/2007,MOTH,E056717634618,,,Southwark,2017
262711,2,14/09/2007,REFU,S081687881585,,,Bromley,2019
693410,2,24/12/2003,WIRI,R004144869739,,,Bromley,2021
266902,1,02/05/2004,WROM,N052049038197,,,Bromley,2018
214178,1,12/09/2002,NOBT,P047203921014,,,Hillingdon,2019
830338,1,24/05/2006,AIND,X003972288085,,,Hillingdon,2018
632442,1,20/01/2005,MOTH,O071795789800,,,Bromley,2020
836643,2,22/11/2004,MOTH,I030369349411,,,Southwark,2020
195764,2,21/02/2004,WROM,H049429355439,,,Southwark,2017
909944,1,13/04/2002,WIRI,J023829992196,,,Southwark,2017
440549,2,03/12/2006,MWBA,B064037441287,,,Hillingdon,2020
910378,1,13/12/2009,MWAS,B023913612090,,,Hillingdon,2019
21847,1,13/02/2004,WROM,Z011993524554,,,Southwark,2021
413915,2,01/11/2002,AIND,P031181789343,,,Southwark,2019
631575,1,22/10/2008,WROM,E099716520476,,,Southwark,2017
192668,1,07/07/2005,MWBC,N000335584658,,,Hillingdon,2021
184308,1,01/06/2004,OOTH,F046420651728,,,Hillingdon,2017
393387,2,29/01/2006,WIRI,Z058876807681,,,Southwark,2018
453572,2,27/06/2004,MOTH,I026508187722,,,Bromley,2020
6415,1,29/08/2006,AIND,F033988734163,,,Southwark,2020
629818,1,11/08/2002,WIRT,M008861077199,,,Hillingdon,2017
648222,1,16/04/2003,WBRI,N051938630525,,,Bromley,2018
380303,2,19/06/2005,BOTH,X086286406785,,,Southwark,2021
143799,2,24/02/2008,REFU,N099059840895,,,Hillingdon,2020
101362,1,12/02/2008,MWBA,M099454790630,,,Bromley,2021
679728,2,17/05/2002,BOTH,D058339201817,,,Hillingdon,2019
802543,2,05/04/2003,MOTH,O055717133865,,,Southwark,2018
612940,1,24/11/2005,WOTH,A003822305686,,,Bromley,2018
717687,2,24/06/2004,WOTH,N011344330592,,,Southwark,2018
106241,1,24/12/2006,OOTH,U024318220169,,,Bromley,2021
420134,1,01/11/2002,MWAS,S031429852674,,,Southwark,2020
688239,2,09/05/2009,WOTH,B027288022182,,,Hillingdon,2019
822438,2,26/02/2004,ABAN,W037742180756,,,Hillingdon,2020
795289,2,26/03/2009,WBRI,G001550240323,,,Hillingdon,2019
479546,2,20/06/2004,WROM,T023616009919,,,Southwark,2018
878043,2,13/10/2002,AIND,P002609187593,,,Southwark,2018
836390,1,04/02/2006,MWBC,W045004812806,,,Bromley,2021
285207,1,06/11/2006,MWBC,J057682867771,,,Southwark,2020
208004,1,10/08/2008,OOTH,V073576679486,,,Southwark,2021
567517,1,12/03/2005,WIRI,L053339980268,,,Southwark,2020
86668,2,04/02/2007,AOTH,Y077084356283,,,Hillingdon,2019
369699,2,10/07/2009,AOTH,O025381805764,,,Hillingdon,2017
853697,1,23/09/2004,WBRI,X099732345480,,,Southwark,2018
534492,2,17/08/2006,MOTH,Y048194690939,,,Bromley,2017
994285,2,13/01/2006,MWAS,P011370238806,,,Southwark,2018
372509,2,23/07/2009,CHNE,B094429243485,,,Hillingdon,2021
655772,2,04/07/2005,WBRI,W081625066459,,,Bromley,2021
163267,2,09/07/2007,ABAN,V094699942403,,,Southwark,2019
610919,1,04/06/2002,BAFR,M073610154144,,,Hillingdon,2019
379507,2,12/08/2003,OOTH,T026518202090,,,Southwark,2019
245022,2,30/05/2004,BOTH,R028495108112,,,Bromley,2020
979997,1,26/08/2006,BOTH,W040869565659,,,Southwark,2017
933360,1,16/06/2007,BOTH,P008714621502,,,Bromley,2019
442704,1,22/09/2003,REFU,S075767370222,,,Southwark,2020
687605,2,19/05/2009,AIND,O058569223152,,,Southwark,2021
954202,2,10/09/2004,AOTH,X051743978002,,,Bromley,2019
221218,2,26/06/2006,APKN,V011325960248,,,Hillingdon,2017
362033,2,16/08/2004,WIRT,D060707064018,,,Southwark,2020
34153,2,29/07/2008,WROM,B074698293514,,,Southwark,2020
447690,1,10/03/2008,AOTH,N042829836086,,,Bromley,2021
571830,2,04/03/2005,MWAS,F010619698203,,,Bromley,2019
656076,1,04/09/2007,BAFR,C014158485608,,,Southwark,2017
159388,2,11/04/2005,WROM,Q056192525057,,,Hillingdon,2017
266650,1,11/09/2006,APKN,Y007951826550,,,Bromley,2019
604407,1,30/05/2008,BAFR,B079431354612,,,Southwark,2019
406846,2,17/04/2009,MWBC,W043370432142,,,Southwark,2021
496063,2,04/04/2007,ABAN,D095980736334,,,Southwark,2019
814087,1,03/07/2007,BCRB,T040175073106,,,Southwark,2018
16960,1,12/03/2009,APKN,V024089230359,,,Bromley,2019
295116,2,31/08/2006,MOTH,X091944716008,,,Southwark,2017
297403,2,21/12/2004,AOTH,Y044995074588,,,Southwark,2021
309655,1,04/06/2006,REFU,A072993740270,,,Southwark,2021
636479,2,15/07/2008,MWAS,I021092728856,,,Hillingdon,2021
588334,2,30/05/2002,AOTH,D044329249646,,,Southwark,2020
571007,2,22/09/2009,AOTH,X004460631323,,,Southwark,2018
869102,1,03/12/2008,WIRI,X078063122799,,,Bromley,2020
988280,2,09/04/2008,AOTH,P008164917573,,,Bromley,2020
247698,2,18/05/2004,WBRI,L073046772523,,,Hillingdon,2019
528962,2,10/11/2004,BAFR,T061793193706,,,Bromley,2017
88024,1,05/02/2008,MWAS,S051040920649,,,Southwark,2017
569582,2,31/03/2005,MOTH,B077382719036,,,Bromley,2019
62551,2,18/03/2005,OOTH,R084010198416,,,Bromley,2020
185992,2,29/07/2009,BAFR,U054252063976,,,Bromley,2019
225242,2,27/11/2005,AIND,E024501213825,,,Bromley,2018
158853,2,11/04/2008,WBRI,E043584864318,,,Southwark,2020
721638,2,03/07/2009,WIRT,G008792854228,,,Hillingdon,2018
525420,1,12/12/2009,WOTH,R041861435456,,,Bromley,2018
711196,2,17/07/2005,APKN,D043851960232,,,Southwark,2019
457493,2,09/06/2007,WOTH,T049797830770,,,Southwark,2019
230591,2,15/04/2009,MWBC,A067433156499,,,Bromley,2018
955207,1,22/10/2008,OOTH,W018324324781,,,Southwark,2020
420870,2,13/09/2005,WIRI,S036567914789,,,Bromley,2021
184159,1,19/09/2007,BOTH,D099660751122,,,Hillingdon,2020
814528,1,17/07/2004,REFU,I011102004022,,,Hillingdon,2020
439481,2,17/04/2007,WBRI,J016387031321,,,Bromley,2019
735996,1,05/10/2007,WROM,C009844470867,,,Southwark,2021
424048,2,28/04/2004,WIRI,K052262191905,,,Hillingdon,2020
536074,2,05/11/2008,WIRI,O071080534225,,,Southwark,2018
370716,1,21/07/2009,WOTH,S085294584266,,,Southwark,2017
279171,1,15/01/2008,MOTH,Y090960052228,,,Bromley,2019
87408,2,09/01/2005,MOTH,P019403841816,,,Hillingdon,2017
604939,2,25/01/2005,BCRB,J094995647415,,,Hillingdon,2018
557029,2,04/01/2007,AIND,T099634773040,,,Hillingdon,2018
479556,1,15/04/2006,MWBA,A054171871308,,,Southwark,2018
506970,1,18/12/2009,BAFR,E076150921231,,,Bromley,2020
745426,2,03/10/2007,APKN,Q051556941170,,,Southwark,2017
737153,1,31/05/2003,WOTH,S091529097102,,,Southwark,2019
464233,1,31/03/2005,WIRT,Z026566439651,,,Southwark,2018
994928,1,01/02/2005,WROM,G039321116055,,,Hillingdon,2019
842080,2,14/05/2007,WROM,E036647976521,,,Bromley,2018
386356,1,23/08/2008,BAFR,H047853649807,,,Southwark,2018
291083,2,10/08/2006,MWBA,M090388820257,,,Southwark,2020
5955,1,19/08/2009,BAFR,J068827775173,,,Southwark,2020
99273,1,03/07/2005,REFU,Y085151664331,,,Southwark,2019
610489,2,24/05/2006,APKN,T037978312243,,,Hillingdon,2021
991189,1,20/05/2006,WBRI,S015033405894,,,Hillingdon,2019
472130,1,04/02/2004,MWBA,B023555825835,,,Bromley,2017
210846,2,09/11/2007,WOTH,A011305635661,,,Southwark,2020
70974,2,22/12/2008,MOTH,W043187278370,,,Southwark,2018
489455,2,31/08/2008,OOTH,F011477533389,,,Southwark,2018
359195,2,09/02/2009,AIND,I038100633233,,,Southwark,2019
418846,1,26/08/2009,APKN,Y083756633299,,,Southwark,2019
893365,2,06/09/2003,MOTH,B069232251370,,,Southwark,2018
831429,2,26/12/2009,OOTH,P085918211744,,,Hillingdon,2021
411707,2,28/10/2008,MOTH,A077301877588,,,Southwark,2019
414521,2,14/10/2009,CHNE,I073964300941,,,Bromley,2020
388154,2,11/06/2008,BOTH,V023158284458,,,Southwark,2021
629831,2,04/10/2007,BAFR,J093468576125,,,Bromley,2020
63975,2,09/12/2006,CHNE,N003600836325,,,Southwark,2018
460752,2,14/11/2008,OOTH,R089951240129,,,Bromley,2020
425538,1,23/08/2009,WROM,M095814341035,,,Hillingdon,2020
164592,2,03/10/2004,MOTH,D061467442844,,,Bromley,2019
294875,1,01/03/2004,MWBA,F062141812188,,,Southwark,2021
895808,1,26/01/2009,BAFR,G000052982093,,,Hillingdon,2020
216649,2,22/04/2004,WIRT,M094850983577,,,Hillingdon,2017
755819,2,30/08/2008,CHNE,C098641532391,,,Hillingdon,2019
970280,2,02/07/2007,NOBT,E037689757645,,,Bromley,2018
422617,2,08/07/2005,NOBT,F001088721722,,,Southwark,2018
536218,1,25/07/2009,OOTH,B080852841567,,,Hillingdon,2017
871945,1,22/01/2006,APKN,L066704408874,,,Southwark,2020
92150,2,31/07/2008,ABAN,X075537188636,,,Bromley,2018
719756,1,27/03/2008,WOTH,G002637750426,,,Southwark,2021
731704,2,31/12/2007,AIND,G012866603948,,,Southwark,2018
236096,2,28/11/2008,MWBA,Y043116630012,,,Southwark,2018
46269,2,23/11/2009,REFU,G040660869968,,,Hillingdon,2021
278501,2,20/01/2009,WROM,R014360234551,,,Bromley,2019
140302,1,16/03/2004,WIRI,Q043462748535,,,Bromley,2021
433741,2,05/09/2007,MWAS,R006732373718,,,Bromley,2020
109036,2,22/09/2004,OOTH,C023816763637,,,Southwark,2020
127822,2,14/01/2007,WIRT,G082529607502,,,Bromley,2019
720102,1,07/09/2007,AIND,N089185129229,,,Bromley,2021
986890,2,23/10/2003,MOTH,N012106758458,,,Bromley,2017
625004,1,15/03/2008,WROM,F011614995802,,,Southwark,2017
951716,1,01/02/2007,WOTH,H028653313898,,,Southwark,2020
871541,2,22/08/2009,OOTH,B079212267334,,,Bromley,2018
948010,1,18/11/2006,WROM,Y089162837635,,,Bromley,2017
992331,2,05/01/2006,BAFR,Q000523888240,,,Bromley,2018
647811,1,24/05/2006,MOTH,Y003283235498,,,Bromley,2021
109200,2,09/08/2008,ABAN,N053378718909,,,Bromley,2021
583209,1,02/07/2009,WROM,H031895823080,,,Hillingdon,2018
978638,1,03/02/2005,WIRI,W042007626395,,,Hillingdon,2017
617686,2,28/11/2006,BOTH,W073455076868,,,Southwark,2018
19259,2,08/08/2007,WROM,K053655532422,,,Hillingdon,2017
326293,1,28/08/2009,AOTH,H050087712692,,,Southwark,2021
549023,2,05/07/2005,APKN,P019900227986,,,Southwark,2018
681893,2,14/10/2005,BOTH,B051123714342,,,Southwark,2019
306870,1,26/10/2003,REFU,O001367587323,,,Bromley,2019
729233,2,07/12/2007,OOTH,G004964948238,,,Southwark,2020
357220,1,30/07/2005,MWBA,X085070923823,,,Bromley,2018
840802,1,02/12/2005,AOTH,O047182337980,,,Bromley,2017
530282,1,29/04/2007,WIRI,G024242807169,,,Bromley,2021
584671,2,06/08/2008,ABAN,Q072271036671,,,Bromley,2019
673935,2,11/11/2007,WBRI,L095168493623,,,Southwark,2018
373218,2,06/08/2009,WIRT,H032761928047,,,Hillingdon,2019
